epoch,acc,cat_acc,dice_coef,f1_m,iou_coef,jacard_coef,loss,my_mean_iou,precision_m,recall_m,subset_accuracy,val_acc,val_cat_acc,val_dice_coef,val_f1_m,val_iou_coef,val_jacard_coef,val_loss,val_my_mean_iou,val_precision_m,val_recall_m,val_subset_accuracy
0,0.6646987795829773,0.6646987795829773,0.024649344384670258,0.9457935690879822,-0.0764542743563652,17.055877685546875,0.058379605412483215,0.328591912984848,0.8477655053138733,2.186062812805176,0.868720293045044,0.5248399972915649,0.5248399972915649,0.08281949907541275,0.8108838796615601,-0.08665526658296585,11.563531875610352,0.05687102675437927,0.08747333288192749,0.6640022993087769,2.198694944381714,0.8612562417984009
1,0.6802821159362793,0.6802821159362793,0.022120412439107895,0.9752120971679688,-0.058939144015312195,13.252896308898926,0.028155487030744553,0.32986292243003845,0.9163569808006287,2.160443067550659,0.8708955645561218,0.5248396396636963,0.5248396396636963,0.09967761486768723,0.8742473125457764,-0.08465508371591568,13.387853622436523,0.060915663838386536,0.0874808058142662,0.7396870851516724,2.1997148990631104,0.8647876381874084
2,0.6972147226333618,0.6972147226333618,0.02084260806441307,0.9436801075935364,-0.06525681167840958,11.981191635131836,0.026842676103115082,0.34576281905174255,0.8933205604553223,2.152118444442749,0.8692545294761658,0.525450587272644,0.525450587272644,0.09537598490715027,0.9362625479698181,-0.08563757687807083,12.198490142822266,0.04985947906970978,0.09339214116334915,0.8466529250144958,2.178659677505493,0.8675992488861084
3,0.7071256041526794,0.7071256041526794,0.033250678330659866,0.9175858497619629,-0.06366360932588577,11.116690635681152,0.024814678356051445,0.3600800335407257,0.8809741735458374,2.1367032527923584,0.8626803755760193,0.543586254119873,0.543586254119873,0.0673774778842926,0.9583390355110168,-0.09300024062395096,11.722798347473145,0.04415280371904373,0.12371781468391418,0.8449047803878784,2.2022414207458496,0.8849260210990906
4,0.720757246017456,0.720757246017456,0.0354689285159111,0.9546627402305603,-0.060180891305208206,10.975570678710938,0.023306937888264656,0.3787094056606293,0.9417113661766052,2.125793218612671,0.8560537099838257,0.5929194688796997,0.5929194688796997,0.04981338232755661,0.9871933460235596,-0.08531804382801056,11.227753639221191,0.03371448069810867,0.19720719754695892,0.898505449295044,2.1906983852386475,0.8831058144569397
5,0.7392947673797607,0.7392947673797607,0.026447724550962448,0.9696230292320251,-0.05946534872055054,11.020694732666016,0.02213340438902378,0.40238261222839355,0.9496047496795654,2.1340646743774414,0.8580652475357056,0.685903012752533,0.685903012752533,0.01938081718981266,1.0020185708999634,-0.07907780259847641,11.024468421936035,0.026422640308737755,0.33501124382019043,0.9230628609657288,2.1871447563171387,0.8821481466293335
6,0.7503160238265991,0.7503160238265991,0.021678632125258446,0.9873340129852295,-0.05837346613407135,11.124281883239746,0.021351108327507973,0.41979050636291504,0.9595142006874084,2.140216827392578,0.8588586449623108,0.7365970611572266,0.7365970611572266,0.01381128840148449,1.0121979713439941,-0.07141199707984924,10.915315628051758,0.02289319969713688,0.4107184112071991,0.9428138136863708,2.1806912422180176,0.8772296905517578
7,0.7619179487228394,0.7619179487228394,0.015551661141216755,0.9978063106536865,-0.05739833414554596,11.187878608703613,0.020551808178424835,0.43604961037635803,0.9628049731254578,2.146789789199829,0.8601714968681335,0.7480539083480835,0.7480539083480835,0.01148093119263649,1.0197652578353882,-0.06845768541097641,11.046749114990234,0.021738843992352486,0.4273757040500641,0.9542516469955444,2.178562641143799,0.8761682510375977
8,0.7708293795585632,0.7708293795585632,0.010729788802564144,1.0059608221054077,-0.05697331950068474,11.23586368560791,0.019961167126893997,0.4485611915588379,0.9651985764503479,2.152374029159546,0.8613089323043823,0.7519962191581726,0.7519962191581726,0.011762063018977642,1.0200005769729614,-0.06764259934425354,11.079769134521484,0.021371006965637207,0.43165841698646545,0.957685112953186,2.176051139831543,0.875491738319397
9,0.7759461998939514,0.7759461998939514,0.007918067276477814,1.0120444297790527,-0.056840457022190094,11.301719665527344,0.01963661052286625,0.45594117045402527,0.9674185514450073,2.156309127807617,0.8620471954345703,0.7524023056030273,0.7524023056030273,0.012233280576765537,1.0196388959884644,-0.0670555830001831,11.150106430053711,0.021283024922013283,0.43136048316955566,0.958878219127655,2.174812078475952,0.8750247359275818
